report_t_s,t,IAS_kmh,pitch,roll,Glide_ratio_GNSS
0.23948100000001205,387.07,29.03996410648819,-9,-10,3.9779483265522844
0.38948100000004615,387.22,28.90624138168652,-7,-8,4.316217952871638
0.5894810000000348,387.42,29.28353650439239,-4,-7,4.737042500954875
0.7894810000000234,387.62,28.86152945796638,-1,-6,5.269352484788191
0.989481000000012,387.82,28.614365059443518,2,-5,5.919212508639308
1.239481000000012,388.07,28.839147500774505,7,-3,6.726095508216983
1.399481000000037,388.23,29.128771543486916,8,-2,7.759064011737485
1.6094810000000166,388.44,29.63425004129856,9,-1,9.086792800136617
1.8094810000000052,388.64,29.851353676617922,10,0,10.812394376617192
1.999481000000003,388.83,29.612452134677596,10,0,13.038884611966298
2.259480999999994,389.09,28.950884252118993,10,0,15.925734353305902
2.389481000000046,389.22,28.501309046198887,11,0,19.714647070496003
2.6094810000000166,389.44,27.813324053373396,9,1,24.65534495886972
2.7994810000000143,389.63,27.345052811528927,9,0,30.7643748096911
3.0194810000000416,389.85,27.084052842352577,7,0,
3.249481000000003,390.08,26.60294789557529,5,0,
3.399481000000037,390.23,26.236330259969744,5,-1,
3.5994810000000257,390.43,26.112980586329872,4,-1,
3.819480999999996,390.65,25.46193136782031,2,-2,
3.989481000000012,390.82,25.63884021462399,1,-2,
4.249481000000003,391.08,25.563172050943177,0,-3,
4.379480999999998,391.21,25.71428571428571,-1,-3,
4.599481000000026,391.43,25.76445997802367,-1,-4,
4.819480999999996,391.65,25.76445997802367,-1,-4,25.705047618082197
5.009480999999994,391.84,25.30931102360939,-2,-4,23.229078627698478
5.259480999999994,392.09,24.663229156965222,-1,-4,21.09633743635311
5.399481000000037,392.23,24.107142857142858,-2,-3,19.168927015812915
5.589481000000035,392.42,23.455477798917467,0,-3,17.385896879697633
5.809481000000005,392.64,22.841791719994113,-1,-2,15.595207576789004
6.019481000000042,392.85,22.269224668742705,0,-2,13.831044084698766
6.259480999999994,393.09,21.68154251233721,-1,-1,12.140188601292785
6.389481000000046,393.22,21.472054096961873,-1,-1,10.49545084771246
6.609481000000017,393.44,20.95457915957994,1,-1,9.059866744039907
6.799481000000014,393.63,20.79993070533983,1,-1,7.815133839601275
6.999481000000003,393.83,20.550072620160677,0,0,6.779478397209139
7.249481000000003,394.08,20.073207851994848,1,0,5.928875392624589
7.409481000000028,394.24,20.201472466033717,0,0,5.239062939895916
7.599481000000026,394.43,20.39235676143673,0,0,4.664325456643405
7.799481000000014,394.63,20.76886283033585,-1,0,4.204020733589636
8.019481000000042,394.85,21.16918908051347,-2,0,3.8385031878800686
8.239481000000012,395.07,21.321159366570427,-3,0,3.5327135579863507
8.399481000000037,395.23,21.472054096961873,-4,-1,3.291700392044113
8.589481000000035,395.42,21.88902611551538,-4,-1,3.094378608672734
8.779481000000033,395.61,22.094561386394226,-6,-1,2.9368861601523117
8.999481000000003,395.83,22.38490973118876,-5,-1,2.8039760653454704
9.239481000000012,396.07,23.178543913697073,-5,-1,2.6907806521791233
9.389481000000046,396.22,23.537922614802017,-4,0,2.591082966639417
9.579481000000044,396.41,24.133913706987652,-5,0,2.5041666406264276
9.799481000000014,396.63,24.871801404442756,-6,0,2.428989591902044
9.989481000000012,396.82,25.20705076289698,-5,0,2.350057428332133
10.229481000000021,397.06,25.789510504094807,-5,-1,2.275116220354397
10.389481000000046,397.22,25.939305629307274,-4,-2,2.2011469804275228
10.589481000000035,397.42,26.211706762982285,-4,-2,2.13463814545104
10.779481000000033,397.61,26.236330259969744,-2,-1,2.0671784744843236
10.989481000000012,397.82,26.260930668806022,-1,-1,2.0061155320804627
11.229481000000021,398.06,26.383588649006786,1,0,1.9485379767441728
11.389481000000046,398.22,26.236330259969744,0,0,1.8946604628442036
11.599481000000026,398.43,26.013879733240678,2,1,1.8464815654223456
11.789481000000023,398.62,26.038690306103014,1,0,1.7980605851377032
11.979481000000021,398.81,26.408051879713366,-1,0,1.7563982091889925
12.21948100000003,399.05,26.748187998899844,-2,-1,1.7205091656622118
12.399481000000037,399.23,26.892643710023858,-2,-1,1.6914488704258395
12.589481000000035,399.42,26.96458136072547,-2,0,1.6596282116438095
12.789481000000023,399.62,27.012433361740086,-1,1,1.6364991425386515
12.989481000000012,399.82,27.25043296791402,-2,2,1.613612550623852
13.21948100000003,400.05,27.415803389837112,-3,2,1.593442134837605
13.399481000000037,400.23,27.533317016268985,-2,3,1.5786303401424149
13.599481000000026,400.43,27.998439734224842,-2,4,1.5657340340278836
13.789481000000023,400.62,28.296669956237693,-3,5,1.5596873496206622
13.979481000000021,400.81,28.36504702723305,-2,6,1.5582166586509665
14.229481000000021,401.06,28.296669956237693,1,6,1.5636773429019903
14.379480999999998,401.21,28.20524267376039,1,6,1.5710949179238716
14.599481000000026,401.43,27.859718287542403,0,7,1.586675965041498
14.789481000000023,401.62,27.39224016813104,-2,7,1.6039521585708472
14.979481000000021,401.81,26.772318078681987,-3,6,1.6252043668793201
15.21948100000003,402.05,26.79642642942814,0,7,1.646082211360351
15.399481000000037,402.23,26.868621692090066,3,9,1.665691965941588
15.599481000000026,402.43,27.012433361740086,-1,7,1.6802144683085318
15.789481000000023,402.62,27.036327602026162,-1,5,1.691015925733723
16.009480999999994,402.84,27.415803389837112,1,4,1.7010774805208373
16.249481000000003,403.08,26.940623487171766,-1,3,1.7062386465996175
16.399481000000037,403.23,26.383588649006786,2,3,1.7043576275652947
16.599481000000026,403.43,26.112980586329872,2,3,1.6960668695144745
16.789481000000023,403.62,26.112980586329872,1,4,1.67581979997128
16.989481000000012,403.82,26.013879733240678,2,4,1.6491104903426037
17.22948100000002,404.06,24.949566476132176,13,4,1.6133595848298485
17.389481000000046,404.22,24.637033473357683,-3,4,1.5737240206441554
17.579481000000044,404.41,22.785182483717936,3,5,1.5273234799255266
17.799481000000014,404.63,18.776766608916304,1,1,1.4815379158223654
18.01948100000004,404.85,18.464665649586518,0,-2,1.4339934624607285
18.21948100000003,405.05,14.947292601753972,7,1,1.385336845704731
18.399481000000037,405.23,13.39821321471407,9,4,1.3451082554891596
18.589481000000035,405.42,11.47729568872958,7,3,1.302486558909451
18.799481000000014,405.63,12.60352538144849,3,1,1.2758250682629604
18.989481000000012,405.82,12.857142857142856,11,0,1.2539282009279271
19.249481000000003,406.08,15.705659158145407,-2,-2,1.248127617536426
19.399481000000037,406.23,14.05675903221635,6,-1,1.2533897341480429
19.589481000000035,406.42,16.81750409179528,6,2,1.2784095498219028
19.799481000000014,406.63,22.81350466057241,7,3,1.3218363525257861
19.999481000000003,406.83,24.426456675381424,5,2,1.375822566604538
20.22948100000002,407.06,24.267324970513126,2,4,1.448524190887711
20.389481000000046,407.22,24.293919307228354,3,3,1.5392882305811155
20.579481000000044,407.41,24.53197101826138,-3,3,1.6553800647829147
20.799481000000014,407.63,25.46193136782031,-5,3,1.7886877771233543
20.97948100000002,407.81,28.36504702723305,-12,2,1.95352895478911
21.21948100000003,408.05,30.76744776280175,-17,1,2.1574309668136027
21.399481000000037,408.23,31.287732322390365,-19,0,2.4104498617893055
21.589481000000035,408.42,30.38732743048238,-8,-1,2.7326547695420715
21.789481000000023,408.62,30.893115192976744,-2,-2,3.1396973500611507
21.97948100000002,408.81,32.46269444473524,-2,-1,3.69831546367012
22.21948100000003,409.05,35.26570969954022,2,0,4.49638665495981
22.399481000000037,409.23,36.11604383717823,6,0,5.686448674170937
22.589481000000035,409.42,35.90085198807109,7,0,7.652254514687924
22.779481000000033,409.61,35.502946126673336,8,0,11.470315273969538
22.97948100000002,409.81,34.80494115167311,10,-1,21.586507302515646
23.21948100000003,410.05,33.73086192077467,16,-2,
23.389481000000046,410.22,33.3651527550429,19,-2,
23.589481000000035,410.42,33.24882996253478,19,-1,
23.789481000000023,410.62,32.56199934003451,18,-1,
23.97948100000002,410.81,30.955757599700718,19,-1,
24.21948100000003,411.05,29.415544099912164,17,-1,
24.399481000000037,411.23,28.614365059443518,16,-2,
24.589481000000035,411.42,27.72030264213269,16,-2,
24.789481000000023,411.62,26.820513109733522,14,-2,
24.97948100000002,411.81,25.91439990524534,11,-2,
25.239481000000012,412.07,24.293919307228354,8,-1,
25.389481000000046,412.22,23.261970256280566,6,-1,
25.589481000000035,412.42,22.211156187458442,5,0,
25.799481000000014,412.63,21.108094612334515,3,0,
25.989481000000012,412.82,20.105350719423434,-2,-1,16.297539190710033
26.249481000000003,413.08,19.18500490657498,-3,-2,10.023608422464909
26.389481000000046,413.22,19.385900488630956,-3,-2,7.362217662357665
26.609481000000017,413.44,19.911715221477646,-6,-3,5.982040968525324
26.799481000000014,413.63,21.077480970970715,-9,-5,5.188980065760423
26.989481000000012,413.82,22.557324933672106,-12,-6,4.7282448416710485
27.249481000000003,414.08,24.053511772118192,-9,-7,4.477147463674204
27.389481000000046,414.22,25.512601928122837,-10,-8,4.371302125004981
27.609481000000017,414.44,27.533317016268985,-12,-8,4.392564669832329
27.799481000000014,414.63,28.90624138168652,-14,-9,4.508248529788107
27.989481000000012,414.82,29.525099578190094,-10,-10,4.726246554526331
28.22948100000002,415.06,29.98086124207119,-7,-10,5.03521501752743
28.389481000000046,415.22,30.216850195119374,-6,-10,5.471238416069594
28.609481000000017,415.44,30.045405689742722,-5,-10,6.014483411554746
28.799481000000014,415.63,29.95931552513665,-3,-9,6.696780202898554
28.999481000000003,415.83,29.91617753944224,0,-9,7.583750390478217
29.239481000000012,416.07,29.32760505679498,4,-8,8.672388001808445
29.379481,416.21,28.928571428571427,5,-7,9.988537560457447
29.589481000000035,416.42,28.136477250018636,6,-7,11.508307416999441
29.809481000000005,416.64,27.65033121549416,7,-8,13.117908952422484
29.97948100000002,416.81,27.743587234765823,7,-8,14.643864391291455
30.21948100000003,417.05,27.603585059974822,8,-8,15.777481196029818
