report_t_s,t,IAS_kmh,pitch,roll
0.0893643424549514,408.9,55.09008161036553,3,-1
0.289170010266942,409.1,55.277304177599476,4,-2
0.5289368116412284,409.34,55.37067806877498,4,-2
0.6987716292813978,409.51,56.11207580388029,4,-3
0.9085675804839766,409.72,55.82363924879487,4,-3
1.098382964905322,409.91,55.82363924879487,4,-3
1.308178916107844,410.12,55.265621348730214,3,-4
1.5179748673103661,410.33,53.97703593347142,4,-4
1.6878096849505353,410.5,53.25441919001,5,-4
1.8976056361530573,410.71,52.90161618417682,4,-3
2.087421020574403,410.9,52.337119782644294,3,-3
2.2972169717769817,411.11,51.49131217585969,4,-2
2.517003206370092,411.33,50.99988745485781,4,-3
2.686838024010261,411.5,51.22728466235109,4,-3
2.896633975212783,411.71,50.84772434857406,4,-2
3.0864493596341287,411.9,50.47810320387667,4,-3
3.306235594227296,412.12,50.61862204721878,5,-2
3.5160315454298177,412.33,50.0928665641351,2,-4
3.685866363069987,412.5,49.05077934224524,6,-3
3.895662314272509,412.71,48.800013591500274,5,1
4.085477698693855,412.9,49.53546966671498,14,-1
4.285283366505845,413.1,47.55350772486479,20,-2
4.515059884489544,413.33,39.481452310301506,25,0
4.7048752689108895,413.52,29.50322102788792,25,7
4.894690653332234,413.71,18.742345376288466,22,17
5.08450603775358,413.9,11.53341971872017,17,26
5.294301988956159,414.11,5.330289841642607,10,32
5.5240785069398575,414.34,3.006688971514774,0,34
5.713893891361203,414.53,4.821428571428571,-7,38
5.883728709001372,414.7,18.604023593770005,-12,44
6.1135052269851275,414.93,26.578664049441258,-12,54
6.303320611406473,415.12,29.32760505679498,-10,65
6.533097129390228,415.35,31.697811841043602,-11,79
6.692941663639752,415.51,33.345793802003186,-11,81
6.882757048061098,415.7,35.81080707078834,-6,80
7.092552999263677,415.91,41.162941526354025,-8,79
7.282368383685022,416.1,46.231553133136686,-7,73
7.542115751840542,416.36,49.976716517569976,-5,59
7.691970002699478,416.51,50.31152949374526,-3,51
7.881785387120824,416.7,51.22728466235109,-4,47
8.091581338323403,416.91,51.42857142857142,3,38
8.311367572916513,417.13,49.30026958985775,5,29
8.541144090900268,417.36,50.669623190682145,6,21
8.71097890854038,417.53,50.50368116508429,6,14
8.88081372618055,417.7,52.852768882731475,6,8
9.090609677383128,417.91,54.394129288190726,7,1
9.280425061804474,418.1,53.616944949468035,8,-5
9.540172429959993,418.36,53.145179240742166,9,-11
9.69002668081893,418.51,52.263040311993535,10,-13
9.89982263202151,418.72,49.23473683512982,11,-18
10.089638016442855,418.91,47.36302080522227,11,-21
10.289443684254788,419.11,45.57036496743587,11,-24
10.52921048562913,419.35,42.246769590305085,11,-27
10.699045303269244,419.52,39.366799437586785,10,-28
10.88886068769059,419.71,36.11604383717823,12,-28
11.078676072111936,419.9,32.83845547773624,14,-27
11.278481739923926,420.1,29.371607489727428,17,-25
11.528238824688858,420.35,25.334811595341073,19,-22
11.69807364232897,420.52,22.35604458735571,20,-20
11.887889026750315,420.71,20.233411572879916,17,-17
12.087694694562305,420.91,18.638700275480144,13,-14
12.277510078983651,421.1,17.93243057498148,9,-10
12.53725744713917,421.36,17.15959004790746,5,-6
12.687111697998107,421.51,17.084162913323542,1,-3
12.896907649200687,421.72,17.421013437331176,-5,2
13.106703600403208,421.93,18.776766608916304,-9,7
13.276538418043378,422.1,19.911715221477646,-13,10
13.536285786198897,422.36,22.614504556291532,-17,13
13.70612060383901,422.53,24.45287794505829,-19,13
