report_t_s,t,IAS_kmh,Glide_ratio_GNSS,pitch,vario
48.4436520657649,451.96,30.53571428571428,6.426641861017801,-3,-2.22
48.633544489627674,452.15,31.184369858462553,6.109792709002953,-5,-2.24
48.85341992778459,452.37,31.779192749922625,5.922060074779168,-6,-2.28
49.09328404213758,452.61,32.122761575314314,5.803953103391611,-7,-2.24
49.2531934517062,452.77,32.18301063401911,5.736602721290755,-7,-2.14
49.443085875568975,452.96,32.363084837575066,5.715464284309041,-4,-1.97
49.64297263752984,453.16,32.975814421097986,5.735113472730958,-4,-1.81
49.842859399490635,453.36,33.519621880629984,5.763640720758901,-5,-1.7
50.082723513843625,453.6,33.84552807104896,5.802092350147836,-5,-1.62
50.23263858531421,453.75,33.73086192077467,5.821882492936315,-4,-1.66
50.43252534727502,453.95,33.50035219126473,5.851900122880872,-2,-1.77
50.64240644733391,454.16,33.3651527550429,5.87231342434374,-3,-1.84
50.842293209294716,454.36,33.44247650360059,5.866745258243835,-2,-1.91
51.0821573236477,454.6,33.788243638331735,5.864692861651903,-2,-1.87
51.24206673321632,454.76,33.38450048224444,5.859260938358964,-3,-1.84
51.461942171373245,454.98,32.52231376850582,5.85228645218158,-2,-1.8
51.641840257137986,455.16,32.363084837575066,5.829226169198483,-1,-1.88
51.84172701909879,455.36,32.9953904480054,5.809372676494924,0,-2.05
52.071596795353685,455.59,34.28152876237748,5.782245872803819,-1,-2.13
52.24150054302039,455.76,35.502946126673336,5.776487910013377,0,-2.19
52.4413873049812,455.96,36.258795555037956,5.7694317487043465,-2,-2.2
52.64127406694206,456.16,36.73648751998648,5.783283201531188,-2,-2.16
52.841160828902865,456.36,36.64849580675801,5.814162992790028,-1,-2.14
53.08102494325585,456.6,36.89434376758606,5.848012772717258,-3,-2.11
53.24093435282447,456.76,36.946812640412084,5.888593897311273,-3,-2.1
53.43082677668724,456.95,37.034095570080794,5.9415109078976895,-2,-2.08
53.640707876746134,457.16,37.759307542941634,5.9996766414191,-1,-2.03
53.83060030060891,457.35,38.26890289218425,6.05845235214378,-2,-1.99
54.07046441496183,457.59,38.521172617093555,6.127163008241611,-1,-1.96
54.23037382453051,457.75,38.58816601138811,6.189787903475292,-1,-1.97
54.450249262687436,457.97,39.136486056061884,6.239385129885676,-1,-1.9
54.65013602464824,458.17,39.366799437586785,6.27403593197446,0,-1.82
54.84002844851101,458.36,39.839641895058875,6.2772712035317495,0,-1.78
55.079892562863996,458.6,39.93677241360807,6.24998607215577,-1,-1.85
55.25979064862868,458.78,40.00139506495814,6.18513587965491,0,-1.87
55.43968873439342,458.96,40.338965565035785,6.084619570262992,0,-1.88
55.63957549635428,459.16,40.753036070697746,5.956268245465559,-1,-1.94
55.83946225831509,459.36,40.895391374998304,5.803440293627882,-1,-1.98
56.07932637266807,459.6,40.78471352287346,5.62307475081385,-1,-2.11
56.229241444138665,459.75,40.753036070697746,5.426675111718037,-1,-2.24
56.449116882295584,459.97,40.37096792275865,5.221313021910287,-3,-2.46
56.63900930615836,460.16,40.81636639028666,5.006710691456187,-4,-2.62
56.83889606811916,460.36,41.06871109022347,4.806687441566856,-4,-2.72
57.06876584437406,460.59,40.81636639028666,4.622159861538197,-5,-2.95
57.23866959204077,460.76,41.288247574280774,4.451798160538816,-5,-3.2
57.43855635400157,460.96,42.10898305684468,4.302517390721324,-6,-3.38
57.63844311596243,461.16,42.33837816102694,4.181306214318917,-7,-3.55
57.838329877923236,461.36,43.13913920829497,4.079563480182982,-7,-3.68
58.08818833037426,461.61,44.39323066157078,4.009934169124551,-7,-3.85
58.238103401844846,461.76,44.971291863106785,3.962013402271836,-6,-3.91
58.437990163805644,461.96,45.979455538671324,3.9403958735896545,-7,-3.96
58.637876925766506,462.16,46.1756503882242,3.952696518851627,-7,-3.98
58.83776368772731,462.36,46.4822834913629,3.9867461481189657,-7,-3.98
59.05763912588418,462.58,48.187492555387344,4.047571110059937,-6,-3.94
59.22754287355089,462.75,49.22161981429357,4.144838883460117,-5,-3.86
59.44741831170781,462.97,48.42809734281224,4.264556918805321,-4,-3.75
59.62731639747249,463.15,48.76030110946522,4.410529250266726,-3,-3.6
59.84719183562942,463.37,49.44413591651301,4.5906754576216136,-3,-3.51
60.08705594998241,463.61,50.746028798079465,4.789801168748499,-2,-3.36
60.22697668335496,463.75,51.15159791626997,5.021260414988021,-1,-3.25
60.44685212151189,463.97,51.3908902135269,5.299942368366492,0,-3.03
60.646738883472686,464.17,51.45367690794253,5.613372803163349,0,-2.81
60.83663130733546,464.36,51.15159791626997,5.966602337082279,1,-2.63
61.07649542168845,464.6,51.08843997402535,6.363010430383985,2,-2.47
61.23640483125707,464.76,50.40129143753589,6.789941384586772,2,-2.37
61.47626894561005,465.0,50.50368116508429,7.272046829517263,2,-2.17
61.63617835517873,465.16,50.84772434857406,7.779960367130673,3,-2.03
61.8260707790415,465.35,50.75875188435136,8.339961426812382,3,-1.93
62.065934893394434,465.59,50.52924617870085,8.950736218595473,4,-1.66
62.22584430296311,465.75,50.42690835986967,9.582843246994175,4,-1.53
62.44571974112004,465.97,49.69165125130813,10.19232341587027,4,-1.4
62.63561216498281,466.16,49.44413591651301,10.721118694042984,4,-1.35
