report_t_s,t,IAS_kmh,pitch,roll,Glide_ratio_GNSS
0.19856400000003305,352.04,31.184369858462553,1,-1,8.519415168674739
0.3885640000000308,352.23,31.513936421455032,2,-1,8.705537851004554
0.5885640000000194,352.43,30.934890891835966,2,-1,8.909796288035235
0.7785640000000171,352.62,29.851353676617922,2,-2,9.163315273293168
0.9785640000000058,352.82,28.726976140263446,1,-2,9.44000473504
1.2185640000000149,353.06,27.859718287542403,3,-2,9.72957507439373
1.3685639999999921,353.21,27.46286918137778,2,-2,10.02227926879452
1.5885640000000194,353.43,27.486371855068505,2,-2,10.332083002502264
1.7785640000000171,353.62,27.345052811528927,2,-2,10.638011507981355
1.9685640000000149,353.81,27.32142857142857,2,-2,10.961217840563332
2.208564000000024,354.05,27.25043296791402,4,-2,11.243655769765445
2.37856400000004,354.22,27.25043296791402,0,-2,11.492376412960382
2.5685640000000376,354.41,27.179251915641046,2,-2,11.718353400518913
2.788564000000008,354.63,27.084052842352577,1,-1,11.88369121618018
2.9785640000000058,354.82,26.91664428928536,3,-1,11.985595915444335
3.218564000000015,355.06,26.627209595005,0,-1,12.077851405279652
3.368563999999992,355.21,26.236330259969744,3,-1,12.19060902021398
3.5685640000000376,355.41,25.91439990524534,0,-1,12.334761653224923
3.788564000000008,355.63,25.436558236089233,1,-1,12.531482331042193
3.9785640000000058,355.82,25.68916183362715,1,-1,12.805411015663408
4.238563999999997,356.08,25.989045474851082,0,-1,13.247914425727187
4.388564000000031,356.23,26.211706762982285,1,-1,13.87780849211188
4.568564000000038,356.41,26.236330259969744,0,-1,14.753840294691612
4.778564000000017,356.62,27.10788395373161,-2,-1,16.048602461259925
4.978564000000006,356.82,27.486371855068505,-1,-1,17.977765964548254
5.228564000000006,357.07,27.743587234765823,-1,-2,20.796596047297186
5.37856400000004,357.22,27.859718287542403,0,-2,24.92111788376635
5.568564000000038,357.41,27.906035390655006,1,-2,
5.788564000000008,357.63,27.882886456442368,0,-2,
5.988563999999997,357.83,27.65033121549416,0,-2,
6.218564000000015,358.06,27.202999628267285,2,-3,
6.368563999999992,358.21,26.651449208213034,2,-2,
6.568564000000038,358.41,25.91439990524534,2,-2,
6.778564000000017,358.62,25.027089914567306,3,-2,
6.978564000000006,358.82,24.320484563177498,3,-2,
7.198564000000033,359.04,23.537922614802017,3,-1,
7.37856400000004,359.22,22.87004379228917,3,-1,
7.568564000000038,359.41,22.240209379979003,3,0,
7.778564000000017,359.62,21.800346374331216,3,0,
7.978564000000006,359.82,21.502105971845868,2,1,17.73606724750835
8.208564000000024,360.05,21.260501606769033,2,1,13.448595223404004
8.37856400000004,360.22,20.985372091929527,1,1,10.722702829003591
8.568564000000038,360.41,20.95457915957994,0,2,8.89738481704989
8.778564000000017,360.62,21.108094612334515,-1,2,7.656334865550453
8.978564000000006,360.82,21.62189578993989,-2,2,6.7758914597522875
9.218564000000015,361.06,21.711304424099403,-4,2,6.150459661400587
9.38856400000003,361.23,22.094561386394226,-5,2,5.69629941826983
9.578564000000028,361.42,22.52868069997958,-5,2,5.388853678050162
9.768564000000026,361.61,22.98270478833497,-6,2,5.197971482285275
9.958564000000024,361.8,23.455477798917467,-6,2,5.095222235932864
10.218564000000015,362.06,24.187366516005657,-7,1,5.066707540910302
10.368563999999992,362.21,24.5582787695402,-7,1,5.084221545742085
10.58856400000002,362.43,25.10437395827139,-5,1,5.160166540234921
10.778564000000017,362.62,25.360286525452764,-4,1,5.267712335211145
10.968564000000015,362.81,25.664013357864608,-2,1,5.42332802461204
11.208564000000024,363.05,25.989045474851082,-4,0,5.628000780018331
11.38856400000003,363.23,26.08824066548774,-1,0,5.870292085064785
11.578564000000028,363.42,26.236330259969744,1,0,6.123568182717329
11.768564000000026,363.61,26.383588649006786,2,0,6.388900632397343
11.968564000000015,363.81,26.578664049441258,1,0,6.645976021425742
12.208564000000024,364.05,26.724036131221965,2,0,6.866135611827762
12.37856400000004,364.22,26.505679021827813,3,0,7.0534398739831
12.578564000000028,364.42,26.038690306103014,3,0,7.146226722242513
12.768564000000026,364.61,25.939305629307274,3,0,7.15894898034263
12.978564000000006,364.82,25.512601928122837,4,0,7.0688960559028935
13.218564000000015,365.06,25.052877752335547,3,0,6.849710709540806
13.368563999999992,365.21,24.819822661307946,2,0,6.533601480639032
13.58856400000002,365.43,24.267324970513126,2,0,6.153912610430825
13.778564000000017,365.62,23.756376694973273,2,0,5.723763139870934
13.968564000000015,365.81,23.59272576841585,1,0,5.289211767579025
14.208564000000024,366.05,23.37274216968587,1,1,4.863265362618007
14.368563999999992,366.21,23.261970256280566,0,1,4.472924771984452
14.578564000000028,366.42,23.15066832464132,0,1,4.1296042664719845
14.778564000000017,366.62,23.178543913697073,-1,1,3.81775318798073
14.978564000000006,366.82,23.31742199230753,-2,1,3.548294220289117
15.208564000000024,367.05,23.537922614802017,-3,1,3.3218569587698363
15.368563999999992,367.21,23.783542371881904,-4,1,3.1309437370377577
15.578564000000028,367.42,24.080342245347367,-5,1,2.973971464659665
15.778564000000017,367.62,24.37352821302284,-5,0,2.842787553380216
15.968564000000015,367.81,24.68939704672053,-5,0,2.73229757469903
16.228564000000006,368.07,25.20705076289698,-4,-2,2.6472389854464398
16.37856400000004,368.22,25.232654680887183,-4,-2,2.568159628346134
16.568564000000038,368.41,25.436558236089233,-4,-2,2.5008485837445367
16.788564000000008,368.63,25.989045474851082,-3,-2,2.4501999428634598
16.988563999999997,368.83,26.187060112714803,-3,-3,2.4039683869127866
17.228564000000006,369.07,26.260930668806022,-2,-2,2.363717470785525
17.37856400000004,369.22,26.334594013136687,-2,-2,2.328407779259537
17.57856400000003,369.42,26.432492469747633,-1,-3,2.296569393711593
17.768564000000026,369.61,26.820513109733522,-1,-3,2.267127590717645
17.988563999999997,369.83,27.25043296791402,-2,-3,2.235668833056573
18.218564000000015,370.06,27.486371855068505,-1,-3,2.199045233677143
18.37856400000004,370.22,27.46286918137778,0,-3,2.1685266559162937
18.58856400000002,370.43,27.22672662765656,1,-3,2.1396955227496206
18.778564000000017,370.62,26.98851796673571,2,-2,2.1065546227647456
18.978564000000006,370.82,26.84457817793046,0,-1,2.071845638873185
