report_t_s,t,IAS_kmh,pitch,roll,GNSS_vz_ms
15.200397870338202,756.45,36.75406058366551,-32,32,-4.333333333333314
15.400203917364975,756.65,38.42046349676331,-27,25,-4.315000000000055
15.590019662040527,756.84,38.88820810466633,-22,16,-4.194999999999993
15.809806313769965,757.06,38.97114317029974,-17,8,-3.973693181818362
16.019602663148184,757.27,38.95457028280978,-12,6,-3.512631578947378
16.18943780312107,757.44,39.693500470377224,-8,5,-3.0791176470588084
16.399234152499176,757.65,42.97417057646015,-4,4,-2.5190909090909486
16.58904989717473,757.84,45.76831349752974,-1,1,-2.011315789473656
16.798846246552834,758.05,48.640969126354996,1,-2,-1.536022727272723
17.018632898282387,758.27,50.24731564563261,0,-6,-1.048749999999984
17.188468038255273,758.44,49.090256837039774,2,-9,-0.671111111111145
17.408254689984712,758.66,46.25947917200653,6,-12,-0.3081578947368371
17.598070434660265,758.85,43.674680062610975,8,-15,0.00674242424241811
17.787886179335704,759.04,42.139641221122154,9,-17,0.22984848484850318
18.027653435767924,759.28,41.49106278243938,8,-20,0.39613810741684574
18.207478878092143,759.46,41.832048486922616,4,-22,0.5183971291866101
18.397294622767582,759.65,41.44434736573166,1,-24,0.5648051948052739
18.587110367443135,759.84,41.67740082821766,0,-24,0.5556015037593625
18.806897019172574,760.06,41.49106278243938,-1,-23,0.49208333333336896
19.03667397325346,760.29,40.546529394244914,0,-22,0.40194444444449573
19.196518810875013,760.45,39.185952879331964,0,-20,0.35305555555555657
19.38633455555045,760.64,37.329331015725856,1,-18,0.2981578947368462
19.59613090492867,760.85,36.008608664584415,0,-14,0.23159090909092583
19.78594664960411,761.04,36.40098745576968,-1,-10,0.16208133971292682
20.02571390603633,761.28,37.19068863880543,-2,-6,0.0736413043478592
20.195549046009216,761.45,38.15060615507963,-4,-3,0.009999999999990905
20.385364790684655,761.64,38.77180097726191,-4,0,-0.07210526315793686
20.605151442414208,761.86,39.235357336286896,-4,4,-0.1590476190476693
20.794967187089647,762.05,39.693500470377224,-5,7,-0.23574404761905043
21.034734443521863,762.29,38.88820810466633,-5,9,-0.3250000000000455
21.204569583494752,762.46,39.28469966222244,-4,11,-0.38002506265661395
21.39438532817019,762.65,40.418923949869146,-4,12,-0.4300000000000068
21.594191375197077,762.85,41.36637110217991,-3,13,-0.46500000000003183
21.803987724575183,763.06,41.816609457614,-4,13,-0.5099038461538044
22.033764678656066,763.29,42.44500493435653,-4,11,-0.49442307692305576
22.18361921392629,763.44,42.74818739444052,-3,10,-0.5276666666666188
22.393415563304394,763.65,43.392857142857146,-3,7,-0.4749999999999659
22.59322161033128,763.85,43.496899080185436,-3,4,-0.4194999999999709
22.78303735500672,764.04,43.31838848124714,-3,1,-0.3573057644110236
23.042785216141603,764.3,43.30347938134547,-2,-4,-0.3011111111110836
23.192639751411825,764.45,42.42978894357027,-1,-7,-0.28539682539684463
23.40243610078993,764.66,40.86379971993574,-1,-11,-0.35275000000001455
23.602242147816817,764.86,39.70976496623304,0,-14,-0.40665413533827177
23.792057892492256,765.05,40.049793624783575,-2,-18,-0.4401373626374152
24.02183484657314,765.28,39.185952879331964,-3,-21,-0.5228205128204877
24.20166028889736,765.46,39.74227398925147,-4,-23,-0.6107142857143231
24.3914760335728,765.65,40.402944932067435,-7,-23,-0.7192857142857179
24.591282080599687,765.85,41.52217719459797,-8,-22,-0.8255000000000337
24.801078429977792,766.06,41.241302422573945,-7,-21,-0.9074608695651705
25.04084568641001,766.3,40.37096792275865,-6,-19,-0.9655555555555679
25.19070022168023,766.45,39.57946185865098,-4,-16,-1.0122222222221922
25.400496571058337,766.66,39.98524919343662,-2,-13,-0.9604999999999677
25.59031231573389,766.85,39.93677241360807,-2,-10,-0.9350000000000023
25.790118362760662,767.05,39.61207781957005,-1,-6,-0.8915773809523557
26.039875921544212,767.3,39.16947087949481,-1,-1,-0.8488235294117885
26.189730456814434,767.45,39.74227398925147,-1,1,-0.8050000000000068
26.39952680619254,767.66,40.46682314575983,0,5,-0.7904761904761699
26.589342550868093,767.85,41.33513940946614,0,8,-0.7845238095237619
26.77915829554353,768.04,41.17862563495379,-1,11,-0.8181710526315555
