report_t_s,t,IAS_kmh,pitch,roll
0.1459389999999985,460.69,26.236330259969744,-1,-2
0.29593899999997575,460.84,25.789510504094807,-2,-2
0.515939000000003,461.06,25.258232644556323,-2,-2
0.6959390000000099,461.24,24.53197101826138,0,-2
0.9159389999999803,461.46,23.945889255671794,-1,-2
1.1559389999999894,461.7,23.537922614802017,0,-2
1.3059390000000235,461.85,23.234194759501545,-1,-2
1.5059390000000121,462.05,23.03882869312197,3,-2
1.6959390000000099,462.24,22.95459137745916,1,-1
1.9159389999999803,462.46,23.206386018525507,1,-1
2.1559389999999894,462.7,23.178543913697073,2,-1
2.3059390000000235,462.85,23.455477798917467,3,-1
2.515939000000003,463.06,23.783542371881904,-1,0
2.7059390000000008,463.25,23.999760840645123,0,0
2.8959389999999985,463.44,24.160654893813604,-1,0
3.1359390000000076,463.68,24.426456675381424,-2,1
3.3159390000000144,463.86,24.637033473357683,-3,1
3.505939000000012,464.05,25.07863907302591,-2,1
3.69593900000001,464.24,25.46193136782031,-3,1
3.9159389999999803,464.46,25.789510504094807,-3,1
4.155938999999989,464.7,25.939305629307274,-2,1
4.3059390000000235,464.85,26.038690306103014,-2,1
4.535938999999985,465.08,26.112980586329872,-1,1
4.705939000000001,465.25,26.211706762982285,0,1
4.905938999999989,465.45,26.432492469747633,-2,1
5.1459389999999985,465.69,26.408051879713366,0,0
5.315939000000014,465.86,26.359102714591163,1,0
5.515939000000003,466.06,26.038690306103014,2,0
5.725938999999983,466.27,25.91439990524534,3,-1
5.925939000000028,466.47,25.664013357864608,3,-1
6.1459389999999985,466.69,25.46193136782031,2,-1
6.315939000000014,466.86,25.20705076289698,3,-1
6.515939000000003,467.06,25.052877752335547,3,-2
6.715938999999992,467.26,24.845825625654065,1,-2
6.905938999999989,467.45,24.53197101826138,1,-2
7.1459389999999985,467.69,24.080342245347367,2,-2
7.325939000000005,467.87,24.080342245347367,1,-1
7.515939000000003,468.06,24.053511772118192,1,-1
7.705939000000001,468.25,24.160654893813604,0,-1
