report_t_s,t,IAS_kmh,Glide_ratio_GNSS,pitch,roll,GNSS_vz_ms
0.016090685918320958,600.2,47.67556170275784,11.559479325488656,5,-1,-1.2921052631579073
0.22588159109353728,600.41,47.36302080522227,11.800747175006594,5,-2,-1.2707575757575569
0.41569241006171453,600.6,47.21281335504122,11.860950853960057,5,-1,-1.2649999999999864
0.6354733583406207,600.82,46.910955597834935,11.782252211666684,5,-1,-1.2845289855072792
0.8053040911015318,600.99,46.70402492160125,11.57079636028487,4,-1,-1.3005882352941285
1.0051049531732854,601.19,46.31528073532359,11.22883828824672,4,-1,-1.3609523809523694
1.194915772141349,601.38,46.07765738624394,10.83350047649177,4,0,-1.4407142857143072
1.4146967204202552,601.6,45.95135932123649,10.384923575464443,3,0,-1.4950000000000045
1.6444677118027378,601.83,45.74008758457834,9.884938913960212,3,0,-1.5752941176470472
1.8142984445636487,602.0,45.75420271763601,9.373730277882055,3,1,-1.6639642857142576
2.004109263531826,602.19,45.44265701442436,8.815624702789798,2,1,-1.7392857142856997
2.1939200824998895,602.38,45.40000786658208,8.27522221670113,1,0,-1.8328947368421495
2.413701030778796,602.6,45.20044642636682,7.774267999627137,1,0,-1.9700000000000273
2.633481979057702,602.82,45.15756852287288,7.332805354650848,0,-1,-2.0971376811593814
2.803312711818613,602.99,45.25755377248519,6.943683008203819,1,-1,-2.2994117647058943
3.013103616993943,603.2,45.28608044016012,6.613419956688766,0,-1,-2.475526315789466
3.2029144359620068,603.39,45.414228699465404,6.3208315612554475,4,0,-2.605113636363626
3.4127053411373365,603.6,44.79865670817756,6.069091549096169,-1,5,-2.673333333333346
3.6524663756233955,603.84,44.43684609438801,5.834802254398023,3,2,-2.696470588235286
3.802317022177154,603.99,44.21833872492087,5.613700590212831,8,-1,-2.670000000000016
4.012107927352484,604.2,39.595773197426524,5.425221426046119,14,0,-2.6200000000000045
4.211908789424124,604.4,27.036327602026162,5.234366373988924,18,4,-2.5523809523808723
4.421699694599454,604.61,16.507477433711358,5.012082233947543,14,13,-2.5968297101449025
4.631490599774783,604.82,9.507985365695813,4.747073006154414,8,20,-2.6352536231884187
4.801321332535695,604.99,6.528245146582468,4.422577411699578,5,25,-2.623333333333335
5.011112237711024,605.2,5.682108063106185,4.051810195380205,4,29,-2.7450000000000045
5.250873272197083,605.44,13.778379803155376,3.675078478796418,0,34,-3.0345238095239324
5.410713961854418,605.6,24.133913706987652,3.2844507193981936,-1,38,-3.31261904761908
5.640484953236901,605.83,30.76744776280175,2.934170929762783,-3,45,-3.8291176470588084
5.8203057291013875,606.01,32.14285714285714,2.6364030208914424,-3,49,-4.43242424242419
6.010116548069565,606.2,33.82644403904333,2.3854790129842876,-5,53,-4.9779545454545655
6.209917410141205,606.4,35.48475348078153,2.188026899980904,-3,54,-5.685000000000116
6.419708315316535,606.61,38.03194146278325,2.0385942735862104,-3,54,-6.299836956521688
