report_t_s,t,IAS_kmh,pitch,roll
0.15774805525323884,567.37,30.620183919521224,4,5
0.39761216960622586,567.61,31.059880859069498,1,4
0.557521579174846,567.77,30.451010338119236,-2,3
0.7574083411357064,567.97,28.1135180644327,-3,1
0.9572951030964532,568.17,22.557324933672106,-2,-1
1.147187526959282,568.36,17.272113155521616,0,-2
1.3670629651162056,568.58,17.89638545195364,3,-2
1.546961050880889,568.76,23.918907963434812,6,-1
1.7468478128417495,568.96,28.726976140263446,9,0
1.9567289129005279,569.17,30.28089163084838,12,2
2.146621336763357,569.36,29.03996410648819,15,5
2.376491113018312,569.59,26.820513109733522,17,9
2.5364005225869324,569.75,24.320484563177498,18,12
2.756275960743856,569.97,20.073207851994848,19,16
2.956162722704603,570.17,16.894121819165868,20,20
3.156049484665463,570.37,15.076336370861021,20,23
3.39591359901845,570.61,13.82516560774708,18,25
3.5458286704890387,570.76,15.869264189569956,17,26
3.745715432449899,570.96,17.60536791980891,15,27
3.945602194410646,571.16,18.040133829088642,13,26
4.135494618273475,571.35,16.81750409179528,11,24
4.355370056430398,571.57,15.415172753505168,9,21
4.545262480293113,571.76,13.056490293164936,8,18
4.755143580352005,571.97,10.538740485485357,6,15
4.94503600421472,572.16,9.841699859396696,4,12
5.144922766175581,572.36,10.47728957978997,3,8
5.374792542430536,572.59,12.292279184554035,3,5
5.554690628195219,572.77,17.121918015532376,3,3
5.744583052058048,572.96,22.38490973118876,3,0
5.944469814018795,573.16,24.53197101826138,4,-1
6.144356575979655,573.36,25.664013357864608,5,-2
6.404209366528706,573.62,25.181420811416352,8,-3
6.544130099901262,573.76,24.71553723090487,9,-3
6.744016861862123,573.96,23.945889255671794,11,-3
6.963892300018934,574.18,23.122759130257755,13,-2
7.133796047685698,574.35,22.81350466057241,14,-1
7.373660162038686,574.59,21.651739690672734,16,0
7.55355824780337,574.77,20.675379102217406,17,1
7.723461995470134,574.94,19.78157189746795,17,2
7.943337433626945,575.16,18.075892305860343,17,3
8.143224195587806,575.36,15.331165737058054,16,4
8.383088309940792,575.6,10.660579683285214,15,4
8.533003381411381,575.75,7.790914056561957,14,4
8.742884481470274,575.96,5.905019915638019,11,3
8.94277124343102,576.16,5.794635978424268,8,3
9.14265800539188,576.36,8.65472915432331,6,2
9.382522119744866,576.6,15.288989135175358,3,2
9.542431529313488,576.76,20.76886283033585,1,1
9.732323953176316,576.95,25.130082489286966,-1,0
9.952199391333126,577.17,28.636922701937348,-3,-1
10.142091815195954,577.36,33.26824533935001,-5,-2
10.381955929548942,577.6,35.611906831329115,-6,-4
10.551859677215594,577.77,36.63087210013334,-6,-7
10.751746439176454,577.97,37.19068863880543,-2,-8
10.941638863039168,578.16,37.69084092715256,-2,-11
11.14152562500003,578.36,38.58816601138811,-1,-13
11.371395401254984,578.59,38.9214033374325,0,-14
11.531304810823604,578.75,39.020819599861014,1,-13
11.731191572784466,578.95,37.77640480781729,2,-13
11.931078334745212,579.15,35.66626235545524,4,-12
12.12097075860804,579.34,35.320597996879144,5,-12
12.390817887255123,579.61,34.730650904422994,8,-10
12.54073295872571,579.76,34.22497409846816,9,-9
12.740619720686572,579.96,33.558128064355344,11,-8
12.95050082074535,580.17,33.151582518326144,13,-6
13.120404568412116,580.34,32.75970607067064,13,-5
13.370263020863135,580.59,32.26316769624332,13,-4
