report_t_s,t,IAS_kmh,pitch,roll,GNSS_vz_ms
32.757138018740406,642.82,26.530029673745105,2,4,-1.1370588235294008
32.90698855948492,642.97,26.627209595005,2,4,-1.170000000000016
33.096799244427956,643.16,26.310062481018587,2,4,-1.1949999999999932
33.306590001470354,643.37,26.236330259969744,2,4,-1.2229318181817916
33.49640068641338,643.56,26.038690306103014,1,4,-1.2507894736842786
33.75614162370403,643.82,26.038690306103014,1,3,-1.2950000000000728
33.90599216444855,643.97,26.038690306103014,1,3,-1.3149999999999977
34.09580284939158,644.16,25.839538699521736,0,3,-1.3550000000000182
34.29560357038435,644.36,26.236330259969744,0,2,-1.3846066252588116
34.49540429137701,644.56,26.724036131221965,-1,2,-1.4627999999999588
34.72517512051866,644.79,27.368656659524575,-1,2,-1.5404692307692471
34.904995769412174,644.97,27.65033121549416,-2,1,-1.631578947368439
35.09480645435521,645.16,28.20524267376039,-3,1,-1.7166666666666401
35.32457728349686,645.39,28.569196341371534,-3,1,-1.8285131578946903
35.484417860291,645.55,28.659462589489834,-4,0,-1.9272499999999582
35.73416876153191,645.8,28.296669956237693,-4,0,-2.0266666666666424
35.89400933832617,645.96,28.501309046198887,-4,-1,-2.173095238095243
36.083820023269205,646.15,29.30557906415968,-5,-1,-2.2936591478696755
36.2936107803116,646.36,30.997448874620215,-6,-2,-2.4199604743083114
36.48342146525463,646.55,32.42288732437288,-6,-2,-2.508947368420934
36.73317236649554,646.8,33.84552807104896,-7,-2,-2.607199999999864
36.88302290724017,646.95,33.9788161797846,-7,-3,-2.6984375000000114
37.09281366428245,647.16,34.431887066188736,-6,-3,-2.718333333333362
37.31259445737448,647.38,35.66626235545524,-6,-3,-2.6831578947368655
37.50240514231762,647.57,36.75406058366551,-6,-4,-2.6545999999999026
37.75215604355853,647.82,37.17332198427979,-5,-4,-2.5769743589742404
37.882026512203794,647.95,37.622249713027365,-5,-4,-2.4934615384615313
38.09181726924608,648.16,37.12117327216424,-4,-5,-2.303695652173843
38.311598062338106,648.38,37.17332198427979,-3,-5,-2.1450000000000102
38.501408747281246,648.57,36.70131615000826,-2,-6,-1.9449999999999932
38.761149684571784,648.83,36.78918152869156,0,-7,-1.7231593406593788
38.89102015321705,648.96,36.36549160387958,0,-7,-1.5123809523809655
39.1207909823587,649.19,35.84685218013556,2,-7,-1.2803708133970417
39.31060166730173,649.38,35.68436246438761,3,-7,-1.1059999999999945
39.50041235224487,649.57,36.09816017981176,4,-7,-0.9050000000000011
39.75016325348578,649.82,35.882861081409814,6,-7,-0.7265811965812077
39.890023758180675,649.96,35.41188943371005,6,-7,-0.6368181818181995
40.10980455127258,650.18,35.247394606277105,7,-6,-0.5585300207039836
40.29961523621573,650.37,34.48810242944186,6,-6,-0.5076942355889855
40.4994159572085,650.57,33.788243638331735,6,-5,-0.5
