report_t_s,t,IAS_kmh,pitch,roll,GNSS_vz_ms
0.02161444644436415,586.35,36.22316036652207,-2,6,-1.6678571428571445
0.23140520348664823,586.56,36.80672943406753,-1,6,-1.6896837944664185
0.45118599657867303,586.78,37.329331015725856,-1,5,-1.6815789473684504
0.621016609422562,586.95,37.12117327216424,-1,5,-1.656476608187063
0.8308073664648461,587.16,36.38324385858783,-1,5,-1.6378289473685186
1.0206180514079894,587.35,36.27660002237907,0,4,-1.5957142857143367
1.2204187724006463,587.55,36.80672943406753,0,3,-1.5385714285714016
1.4501896015422984,587.78,36.64849580675801,1,3,-1.4511999999999716
1.6300102504358145,587.96,36.85932302522051,2,3,-1.3906390977443266
1.8198209353788442,588.15,37.2947187403038,3,3,-1.3071428571428783
2.0096316203219873,588.34,37.91290536027466,3,1,-1.2006390977443289
2.2194223773642716,588.55,37.58790716847803,4,0,-1.17999999999995
2.469173278605178,588.8,37.10377408054884,5,0,-1.2561111111111813
2.6190238193498123,588.95,37.034095570080794,5,0,-1.6195915032681114
2.808834504292842,589.14,35.648153056315984,4,-1,-2.0771052631578755
3.01862526133524,589.35,33.90271571206444,3,-5,-2.369285714285695
3.2583861265265193,589.59,36.38324385858783,3,-7,-2.7230250000001774
3.468176883568803,589.8,31.0390841504378,4,-10,-3.0200000000000387
3.6380074964126923,589.97,19.650566668881666,12,-17,-3.425828947368416
3.8078381092564677,590.14,17.89638545195364,10,-20,-3.6899999999999977
4.017628866298865,590.35,10.47728957978997,7,-25,-4.025454545454579
4.22741962334115,590.56,16.191515635400798,9,-25,-4.363333333333401
4.467180488532429,590.8,25.130082489286966,4,-16,-4.630937499999902
4.607040993227436,590.94,26.84457817793046,8,-15,-4.627591911764625
4.806841714220093,591.14,26.868621692090066,10,-15,-4.500952380952356
5.026622507312117,591.36,26.675666795407228,6,-13,-4.683997493734296
5.216433192255147,591.55,25.537899506899343,2,-6,-4.847783882783858
5.456194057446426,591.79,27.46286918137778,-2,-3,-4.93623397435897
5.616034634240688,591.95,28.2281272557594,-5,0,-5.023062500000037
5.825825391282972,592.16,29.590638170660306,-8,2,-5.225382775119613
6.015636076226116,592.35,31.184369858462553,-10,3,-5.406450216450196
6.205446761169146,592.54,32.72026029348589,-12,3,-5.372042606516288
6.465187698459679,592.8,34.58159162895537,-14,5,-5.257331730769295
6.625028275253941,592.96,35.5574682158104,-14,7,-5.195476190476256
6.814838960196971,593.15,37.086366726046045,-13,8,-5.057273809523792
7.0046496451401135,593.34,38.285772587908696,-12,10,-4.808421052631559
7.214440402182398,593.55,39.33398009095848,-11,10,-4.446025641025699
7.474181339472931,593.81,40.13032817951927,-9,9,-4.032812500000034
7.624031880217566,593.96,40.3229548616605,-8,8,-3.5500000000000114
7.823832601210223,594.16,38.04891621991622,-6,7,-3.0255263157895342
8.013643286153366,594.35,36.80672943406753,-4,5,-2.4821428571428896
8.22343404319565,594.56,38.83836205798256,-3,4,-2.018269230769249
8.453204872337302,594.79,40.51466571199992,0,0,-1.5598615384615186
8.633025521230818,594.97,41.05298498928686,2,-3,-0.9527499999999804
8.822836206173848,595.16,41.06871109022347,4,-5,-0.410000000000025
9.032626963216245,595.37,40.450863049242486,5,-7,0.08833333333330984
9.222437648159275,595.56,39.03736436193574,6,-10,0.4700000000000273
9.472188549400181,595.81,36.61323991037523,7,-11,0.75
9.632029126194444,595.97,35.44834017875267,7,-12,0.9364285714285643
9.821839811137474,596.16,33.788243638331735,6,-12,1.0135714285714243
10.031630568179871,596.37,32.66100230287753,6,-12,1.01921052631576
10.2214412531229,596.56,32.14285714285714,4,-12,0.9934615384615313
