report_t_s,t,IAS_kmh,Glide_ratio_GNSS,pitch,roll,GNSS_vz_ms
0.040659999999888896,586.03,24.133913706987652,9.7719144862384,-2,-8,-1.0522233201581344
0.2606599999999162,586.25,22.35604458735571,9.518473433220896,-2,-7,-1.0980000000000132
0.43065999999987525,586.42,22.18206494224649,9.234848151311223,-1,-6,-1.1537222222220862
0.6406599999999116,586.63,23.565340122774398,8.917668510760874,-1,-5,-1.2000000000000455
0.8406599999999571,586.83,23.891896201047597,8.562832435744747,3,-5,-1.259999999999991
1.030659999999898,587.02,23.094816208714146,8.26716198933606,1,-5,-1.3375833333333844
1.2506599999999253,587.24,22.756825058313687,8.075569416674027,12,-5,-1.3837121212121133
1.4506599999999708,587.44,24.819822661307946,7.950648000993801,0,-4,-1.4258123249299501
1.6406599999999116,587.63,28.501309046198887,7.8601421354034535,7,-3,-1.4700000000000273
1.840659999999957,587.83,30.59908837177463,7.809371765024639,1,-2,-1.4830952380952453
2.05065999999988,588.04,29.10659508687026,7.843469105470044,-2,-1,-1.4577272727272543
2.290659999999889,588.28,24.975434359157227,7.952360193365378,0,-2,-1.405857142857144
2.4606599999999617,588.45,25.30931102360939,8.114315637383053,0,-1,-1.4194736842106295
2.6406599999999116,588.63,24.871801404442756,8.315790024196126,3,-1,-1.3949999999999818
2.850659999999948,588.84,24.610809907146784,8.593028682158293,-2,-1,-1.3366666666667015
3.05065999999988,589.04,24.975434359157227,8.90833708092007,2,-3,-1.2687999999999988
3.330659999999966,589.32,25.91439990524534,9.226690384332851,2,-2,-1.1945588235294053
3.440659999999866,589.43,26.432492469747633,9.510062023826928,2,-2,-1.1658455882352996
3.6306599999999207,589.62,27.556759606310752,9.841406920360022,1,-2,-1.1127777777778078
3.850659999999948,589.84,28.044527732060054,10.173053632804626,3,-2,-1.0604999999999905
4.040659999999889,590.03,28.433259663676285,10.429341646714894,3,-3,-1.0415000000000418
4.290659999999889,590.28,28.928571428571427,10.576986801565866,3,-3,-1.0437053571428123
4.450659999999971,590.44,28.883894071518366,10.605330254588969,2,-3,-1.0049999999999955
4.640659999999912,590.63,28.614365059443518,10.507738206503616,2,-3,-1.005227272727268
4.840659999999957,590.83,28.36504702723305,10.26882612851366,2,-2,-1.0097727272727184
5.040659999999889,591.03,26.820513109733522,9.8769431468039,1,-2,-1.0503571428571377
5.280659999999898,591.27,26.038690306103014,9.391301239233753,2,-1,-1.0877285714285563
5.440659999999866,591.43,26.359102714591163,8.819147789681583,-2,-2,-1.1756250000000819
5.630659999999921,591.62,26.013879733240678,8.18564596971888,0,-2,-1.2462500000000318
5.850659999999948,591.84,25.46193136782031,7.512487315857883,1,-2,-1.3595000000000255
6.030659999999898,592.02,25.07863907302591,6.846843041729717,1,-2,-1.468921052631515
6.310659999999871,592.3,23.918907963434812,6.229064199310227,-1,-2,-1.629062499999975
6.440659999999866,592.43,23.756376694973273,5.654103869197826,-1,-2,-1.7631249999998317
