report_t_s,t,IAS_kmh,Glide_ratio_GNSS,pitch,roll,GNSS_vz_ms
0.13266770903485325,399.99,33.9217568344373,4.080643222579271,-6,4,-2.209374999999909
0.34245861421012636,400.2,34.413128205049055,4.012492564878055,-5,3,-2.218636363636392
0.5422594762818231,400.4,35.08212849580137,3.932998077882466,-4,3,-2.28315789473686
0.752050381457153,400.61,35.357142857142854,3.8392302551151705,-3,3,-2.3986120401337985
0.9818213728395787,400.84,35.90085198807109,3.7234864714745886,-2,3,-2.4846794871795055
1.131672019393394,400.99,36.16964175512218,3.5944181539847695,-2,3,-2.6743333333333794
1.3514529676722433,401.21,36.6661110424816,3.4660078177327036,-3,3,-2.874249999999961
1.5412637866403638,401.4,37.05152748235233,3.3290199811305343,-4,3,-3.1122499999999036
1.7310746056084843,401.59,37.58790716847803,3.2077372528117825,-5,3,-3.335952380952449
1.9908157263017525,401.85,38.871599857868006,3.1098740144157215,-7,3,-3.617607843137307
2.140666372855511,402.0,39.61207781957005,3.0268869128338505,-7,3,-3.8031100478468716
2.350457278030784,402.21,41.22564215908069,2.9722866019883685,-7,3,-4.070714285714189
2.5302780538953282,402.39,42.246769590305085,2.945346608423473,-7,2,-4.199736842105267
2.730078915967025,402.59,43.27364577161655,2.948089313040502,-8,2,-4.294999999999959
2.9598499073495073,402.82,44.68319606075735,2.98505470707001,-8,1,-4.400961538461615
3.1296806401104753,402.99,45.61285482745192,3.0556851172290322,-8,1,-4.38566666666668
3.3194914590785958,403.18,46.77310353489187,3.1596498912569237,-8,1,-4.329523809523835
3.5292823642538687,403.39,47.55350772486479,3.307847963792825,-7,0,-4.205000000000041
3.7290832263255655,403.59,48.053302674833745,3.493957469551822,-6,0,-4.021904761904693
3.958854217708048,403.82,49.02444335143814,3.7271879439201743,-5,0,-3.788076923076801
4.128684950469016,403.99,49.652651911420946,4.030559877919078,-4,-1,-3.532666666666728
4.3384758556442895,404.2,50.221607117142035,4.3971133929207475,-2,-1,-3.221190476190486
4.528286674612409,404.39,50.84772434857406,4.840670277589492,-1,-1,-2.93324999999993
4.738077579787739,404.6,50.936541402022975,5.385380366042955,0,-1,-2.596024844720432
4.997818700480951,404.86,50.73330252106478,6.050738942587239,2,-1,-2.202647058823459
5.147669347034709,405.01,50.70784038519696,6.8531641761785105,3,-1,-1.9366666666666106
5.3374801660028295,405.2,50.26016497857393,7.845282042185318,4,-1,-1.68649999999991
5.537281028074527,405.4,50.04127760445085,9.049387558108844,5,-1,-1.4069047619046842
5.747071933249856,405.61,49.457193921736454,10.511167586901895,6,-2,-1.1707692307693378
5.976842924632282,405.84,48.78677968926603,12.233089616894432,7,-2,-0.9967948717949184
6.14667365739325,406.01,48.45475745897572,14.08506343779763,7,-2,-0.8071428571428214
6.346474519464946,406.21,48.107023544236384,16.078089880717485,7,-2,-0.6732500000000528
6.536285338433067,406.4,47.41752372406691,18.09946917483506,7,-2,-0.5950000000000273
6.746076243608397,406.61,46.731668620335135,19.750293099566466,7,-3,-0.5450000000000728
6.985837278094456,406.85,46.11967988233417,20.675061900145664,7,-3,-0.5418823529412293
7.135687924648214,407.0,45.81061975844751,20.787902334915827,6,-3,-0.5691176470588744
7.345478829823487,407.21,45.15756852287288,19.915487737822815,6,-3,-0.6009999999999991
7.535289648791608,407.4,44.36412988449298,18.386061673858325,5,-3,-0.6650000000000773
7.745080553966938,407.61,43.99874621358371,16.579667879219866,4,-3,-0.7699999999999818
7.974851545349363,407.84,43.54141237760592,14.72293642642341,3,-2,-0.8816666666666606
8.124702191903179,407.99,42.944108193923746,13.053065349260216,2,-2,-1.0160624999999754
8.334493097078452,408.2,42.58170417693783,11.605036246941872,2,-2,-1.158333333333303
8.53429395915015,408.4,42.596865902245405,10.343088907798808,1,-1,-1.3100000000000591
8.744084864325478,408.61,42.475420563436636,9.311341531305649,0,-1,-1.472916666666606
8.973855855707905,408.84,42.10898305684468,8.459119309135977,-2,-1,-1.6041176470588425
9.133696545365297,409.0,42.10898305684468,7.766494174324875,-1,0,-1.7350000000000136
9.343487450540568,409.21,42.68772316701458,7.216245136435229,-3,1,-1.8909047619047215
9.53329826950869,409.4,42.76329009316093,6.777906021198278,-3,1,-1.9850000000000136
9.723109088476809,409.59,43.04923468707494,6.442596237054939,-4,2,-2.1083333333333485
9.962870122962869,409.83,43.15410508531356,6.211901357620843,-4,2,-2.196521739130503
10.132700855723836,410.0,43.25872125116176,6.076636620331446,-4,2,-2.2600000000001046
10.322511674691956,410.19,43.645100187858006,6.046021034354155,-4,2,-2.3206190476190613
10.53230257986723,410.4,44.15988749153813,6.141711829548282,-4,3,-2.3331578947368143
10.72211339883535,410.59,44.37868265834167,6.35598166019269,-3,4,-2.2685416666666924
10.961874433321409,410.83,44.856275583062775,6.758967422569123,-3,4,-2.1373529411764594
11.131705166082376,411.0,45.15756852287288,7.413649731101067,-2,3,-1.933499999999981
11.331506028154074,411.2,45.300337037535215,8.433162655008772,-1,3,-1.6497619047618173
11.521316847122193,411.39,44.9569309201051,10.138110389172283,-2,4,-1.36023809523806
11.711127666090315,411.58,44.36412988449298,13.265875322276749,0,8,-0.9707894736841354
11.950888700576373,411.82,43.82227994282993,20.048893351870362,-1,7,-0.5427083333332803
12.120719433337342,411.99,43.06423180813155,,4,5,-0.10617647058813873
12.320520295409038,412.19,42.20089073196712,,7,4,0.35799999999994725
12.530311200584311,412.4,40.911178054364534,,10,2,0.802443609022589
12.720122019552432,412.59,39.61207781957005,,10,0,1.1292559523809587
12.95988305403849,412.83,37.48469075257693,,10,-1,1.3852696078431563
13.129713786799458,413.0,35.75667127706837,,11,-2,1.5629999999999882
13.31952460576758,413.19,33.76912723304576,,11,-3,1.6200000000000045
13.519325467839275,413.39,32.26316769624332,,11,-3,1.5961904761903725
13.729116373014605,413.6,30.76744776280175,,11,-4,1.44624999999985
