report_t_s,t,IAS_kmh,Glide_ratio_GNSS,pitch,roll,GNSS_vz_ms
0.11655919580051054,692.19,24.663229156965222,9.488348602607411,0,-1,-0.8523333333333198
0.3363401440793032,692.41,24.5582787695402,8.493637856332214,-1,0,-0.9573684210526494
0.5261509630474804,692.6,24.58455836910807,7.654951918522074,-2,1,-1.0774999999999864
0.7759020406371155,692.85,24.975434359157227,6.9854041360413,-3,1,-1.2178124999999795
0.925752687190874,693.0,25.30931102360939,6.4566079189160615,-4,2,-1.3400000000000318
1.1255535492626276,693.2,26.013879733240678,6.05302784853866,-5,3,-1.4268181818181915
1.3353444544378439,693.41,26.940623487171766,5.756889091523961,-6,3,-1.5550000000000068
1.5251552734060212,693.6,27.72030264213269,5.5454404465523055,-7,3,-1.636428571428553
1.76491630789208,693.84,29.06219140718324,5.430514417285022,-8,4,-1.7120260869564845
1.9247569975494148,694.0,30.152672741722043,5.418529158608027,-8,4,-1.7700000000000387
2.1445379458283207,694.22,31.59579093964955,5.492392462018825,-8,3,-1.7766666666666993
2.3343487647963843,694.41,32.243147112437484,5.651898924809237,-7,3,-1.7849999999999682
2.5441396699717145,694.62,32.9170164882815,5.91656767455878,-6,3,-1.7161231884058452
2.773910661354197,694.85,33.151582518326144,6.287584235642117,-5,2,-1.609246323529419
2.9237613079079554,695.0,33.71171297689772,6.785330084041985,-4,2,-1.4699999999999704
3.1435422561868616,695.22,34.168325826647084,7.469719680922145,-3,1,-1.3073809523809814
3.333353075154925,695.41,34.073702754290665,8.361384444694192,-1,1,-1.125
3.5231638941231025,695.6,33.90271571206444,9.595453315902462,0,1,-0.9585714285714175
3.752934885505585,695.83,33.57736459678315,11.259616405812046,1,1,-0.789347826086896
3.922765618266496,696.0,33.63500818359056,13.48503526929511,2,0,-0.5943478260869028
4.12256648033825,696.2,33.307042140100776,16.36599694906268,4,0,-0.45403162055333723
4.332357385513466,696.41,32.56199934003451,19.910319899370265,5,0,-0.285000000000025
4.522168204481643,696.6,32.04225327435571,23.759024412743862,7,1,-0.17025000000001
4.781909325174855,696.86,30.323510781610512,26.95693386097144,9,2,-0.10374509803921228
4.911779885521461,696.99,29.239401533561118,27.808442815065103,10,4,-0.11419607843140511
5.141550876903943,697.22,27.673674682054124,25.117314620757238,11,7,-0.16886904761901178
5.3313616958720065,697.41,26.675666795407228,20.663800146489383,11,10,-0.26499999999998636
5.53116255794376,697.61,25.989045474851082,15.840662383320232,10,13,-0.40500000000002956
5.770923592429819,697.85,25.789510504094807,12.009664790770557,8,16,-0.592200000000048
5.920774238983578,698.0,25.48727924006845,9.258726530232824,7,17,-0.8206521739130608
6.130565144158907,698.21,24.949566476132176,7.383634458974856,5,19,-1.0443478260869483
6.330366006230547,698.41,25.258232644556323,6.087067940055873,3,20,-1.3249999999999886
6.530166868302301,698.61,25.76445997802367,5.197052970904902,1,20,-1.5633333333333326
6.779917945891936,698.86,26.260930668806022,4.593839648363272,-1,19,-1.7856666666667138
6.9197785493421184,699.0,26.675666795407228,4.195097583260554,-3,19,-1.9599999999999795
7.149549540724601,699.23,27.69699847437978,3.952288486501952,-5,17,-2.1098684210526812
7.329370316589088,699.41,28.501309046198887,3.8157819544488745,-6,16,-2.1863636363636374
7.5391612217644175,699.62,29.525099578190094,3.781676956871079,-7,13,-2.1986583333333556
7.7789222562504765,699.86,30.59908837177463,3.8317176475103505,-7,11,-2.1690000000000396
7.918782859700658,700.0,31.122187603452453,3.956721212694745,-7,10,-2.080000000000041
8.118583721772412,700.2,31.431868739369914,4.1499577479446,-7,9,-1.9942857142856951
8.308394540740476,700.39,31.96154218074322,4.421481541293981,-6,8,-1.8514035087719094
8.528175489019382,700.61,32.06239930166786,4.7659654243849205,-5,7,-1.6766666666666765
8.76793652350544,700.85,32.14285714285714,5.170352854821301,-3,7,-1.509791666666672
8.9177871700592,701.0,31.921110106137654,5.625949302683473,-1,7,-1.3350000000000364
9.12757807523453,701.21,31.554890222258344,6.118054216116502,1,7,-1.1692105263157941
9.317388894202592,701.4,31.059880859069498,6.6301949740125705,2,8,-1.040865800865845
9.527179799377922,701.61,30.914010099114662,7.102523257815496,4,9,-0.9541304347825985
9.766940833863982,701.85,30.066889715147745,7.483537810355728,5,11,-0.9035294117646799
9.91679148041774,702.0,29.63425004129856,7.697896135098372,6,12,-0.8700000000000045
10.12658238559307,702.21,29.10659508687026,7.731970483382052,7,13,-0.8821052631578823
10.306403161457558,702.39,28.995458388217575,7.5502791986700055,7,14,-0.9152631578947421
10.516194066632886,702.6,28.726976140263446,7.219176809177074,7,15,-0.9579004329004306
10.74596505801537,702.83,28.36504702723305,6.81338638062065,6,16,-1.0591666666666129
10.915795790776281,703.0,28.478643985718595,6.39502409375208,6,16,-1.125
11.115596652848033,703.2,28.433259663676285,5.986465109222195,5,15,-1.228095238095193
11.305407471816098,703.39,28.20524267376039,5.634779721758614,4,15,-1.316500000000019
11.525188420095004,703.61,28.45596087261285,5.342023008001072,3,14,-1.4008695652174197
