report_t_s,t,IAS_kmh,pitch,roll
0.022345563780191098,156.5,28.410540315530927,10,5
0.21216094820153672,156.69,27.673674682054124,10,7
0.4219568994040871,156.9,27.95227574613121,10,8
0.6217625672160209,157.1,28.090540113667288,9,7
0.851539085199776,157.33,28.27384085211297,8,6
1.021373902839917,157.5,28.38780278462522,8,5
1.2211795706518507,157.7,28.182339509062793,7,4
1.4309755218544011,157.91,28.501309046198887,6,3
1.6307811896663633,158.11,29.10659508687026,5,3
1.8605577076500899,158.34,30.066889715147745,4,4
2.0104119585090543,158.49,30.366070115932256,3,4
2.2202079097115766,158.7,29.764702249476642,1,4
2.4200135775235387,158.9,28.704489267040316,0,4
2.629809528726089,159.11,31.122187603452453,0,3
2.8495957633192277,159.33,31.163656226247827,-2,2
3.0194305809593684,159.5,32.122761575314314,-3,2
3.209245965380714,159.69,32.18301063401911,-3,2
3.4290321999738524,159.91,31.840091929541167,-4,1
3.618847584395198,160.1,31.616221456456078,-3,1
3.8486241023789534,160.33,31.122187603452453,-2,0
4.028449203409682,160.51,31.26708716519526,-1,-1
4.218264587831028,160.7,31.860365788284124,0,0
4.408079972252374,160.89,31.328981822600237,1,1
4.627866206845541,161.11,31.718176643556244,2,1
4.857642724829267,161.34,32.122761575314314,3,2
5.027477542469408,161.51,31.697811841043602,4,2
5.217292926890754,161.7,31.779192749922625,4,2
5.4071083113121,161.89,31.900874852055868,4,2
5.626894545905267,162.11,31.677433946400573,5,3
5.856671063888993,162.34,31.59579093964955,5,3
6.026505881529134,162.51,31.779192749922625,5,3
6.21632126595048,162.7,32.28317586417964,5,4
6.406136650371825,162.89,32.68076690517229,4,3
6.615932601574376,163.1,32.975814421097986,3,1
6.835718836167514,163.32,32.83845547773624,2,-1
7.015543937198272,163.5,33.03450769997325,1,-1
7.225339888400822,163.71,33.20996515677614,-1,-1
7.415155272822168,163.9,33.26824533935001,-2,-1
7.644931790805894,164.13,33.44247650360059,-3,-1
7.83474717522724,164.32,32.975814421097986,-3,-1
8.014572276257997,164.5,33.09309688174393,-3,-2
8.224368227460548,164.71,32.502452811680385,-3,-2
8.414183611881894,164.9,32.502452811680385,-3,-2
8.623979563084443,165.11,32.28317586417964,-3,-2
8.833775514286966,165.32,32.442796989942345,-3,-2
9.003610331927135,165.49,33.32642360356241,-3,-3
9.213406283129657,165.7,33.99781468067065,-3,-5
9.403221667551003,165.89,34.149422187121786,-1,-5
9.613017618753553,166.1,34.50682053254553,0,-4
9.832803853346691,166.32,35.48475348078153,3,0
10.00263867098686,166.49,36.98175053251238,4,0
10.222424905579999,166.71,32.89739382395151,6,-2
10.412240290001344,166.9,22.32714212590147,8,2
10.622036241203896,167.11,14.19390139231261,7,7
10.821841909015829,167.31,10.353293619689833,4,11
11.011657293437175,167.5,8.42792824422443,1,14
11.221453244639726,167.71,9.302011796885003,-4,15
11.401278345670454,167.89,9.091372900969896,-8,16
11.611074296873005,168.1,7.364853795464743,-14,17
11.850841098247347,168.34,17.715059746914058,-19,21
12.02067591588749,168.51,29.15093112945598,-21,25
12.210491300308835,168.7,35.57562367689427,-21,30
12.420287251511384,168.91,38.15060615507963,-19,34
12.61010263593273,169.1,39.350393185806304,-17,36
12.849869437307074,169.34,40.546529394244914,-17,35
13.019704254947214,169.51,42.56653705119331,-16,32
13.20951963936856,169.7,44.98564822160916,-14,28
13.419315590571111,169.91,47.62135411080767,-13,24
13.609130974992457,170.1,49.23473683512982,-11,21
13.8488977763668,170.34,50.195885421668834,-7,17
14.028722877397557,170.52,50.11864113057646,-3,14
14.218538261818903,170.71,49.78253089842923,2,12
14.408353646240249,170.9,49.23473683512982,5,9
14.628139880833388,171.12,48.42809734281224,8,5
14.857916398817114,171.35,47.444751704332,9,0
15.007770649676077,171.5,46.9384774280686,9,-3
15.207576317488012,171.7,45.83880224020176,10,-6
15.417372268690562,171.91,44.43684609438801,11,-9
15.627168219893113,172.12,42.88392020612036,12,-12
15.836964171095662,172.33,41.38197810937628,11,-13
16.016789272126392,172.51,40.00139506495814,11,-15
16.20660465654774,172.7,38.302634853684594,10,-16
16.416400607750287,172.91,35.918833883507695,9,-16
16.606215992171634,173.1,34.61891661729324,8,-16
16.855973076936564,173.35,33.151582518326144,7,-14
17.00582732779553,173.5,32.34312610312195,5,-12
17.205632995607463,173.7,31.493439550069425,4,-9
17.415428946810014,173.91,30.620183919521224,2,-6
17.63521518140315,174.13,30.17408039279773,0,-3
17.845011132605702,174.34,29.612452134677596,-2,-1
