report_t_s,t,IAS_kmh,pitch,roll,Glide_ratio_GNSS
0.18781700000010915,535.62,24.5582787695402,20,-17,
0.37781700000005003,535.81,22.03603264414621,15,-15,
0.6378170000001546,536.07,18.981983267707044,11,-12,
0.7878170000001319,536.22,17.715059746914058,10,-11,
0.9878170000000637,536.42,17.046324189318558,8,-8,
1.1878170000001091,536.62,16.81750409179528,5,-4,
1.3978170000001455,536.83,16.779064032177672,2,-1,12.528589167060485
1.6378170000001546,537.07,16.111557044809892,-1,3,6.600220225807316
1.7878170000001319,537.22,16.07142857142857,-4,5,4.473549867845671
1.9978170000000546,537.43,16.429056669852486,-8,8,3.4100064223136815
2.187817000000109,537.62,17.19717955636556,-11,10,2.828302372912165
2.3878170000001546,537.82,18.324247903379003,-13,11,2.4958460180219237
2.617817000000059,538.05,20.137442281299105,-14,11,2.311303067973673
2.787817000000132,538.22,21.472054096961873,-17,11,2.2233204693789355
2.9878170000000637,538.42,23.42793172036058,-17,10,2.1940638235012466
3.1978170000001,538.63,25.334811595341073,-21,8,2.226874128165931
3.3878170000001546,538.82,27.10788395373161,-19,6,2.290301215128385
3.62781700000005,539.06,28.883894071518366,-13,2,2.3945389416244733
3.787817000000132,539.22,29.525099578190094,-13,0,2.531702853433601
3.9778170000000728,539.41,29.69954777021195,-10,-2,2.7047617038072596
4.177817000000118,539.61,29.69954777021195,-8,-4,2.9206026174668476
4.37781700000005,539.81,30.19547286651847,-5,-6,3.182244752312877
4.607817000000068,540.04,31.431868739369914,-3,-9,3.496647008530026
4.787817000000132,540.22,32.402965425518495,-2,-10,3.8634787878626633
4.987817000000064,540.42,34.20610176502408,1,-13,4.303013627373474
5.177817000000118,540.61,35.26570969954022,2,-15,4.805664408303682
5.3978170000001455,540.83,35.611906831329115,2,-17,5.389483051272421
5.617817000000059,541.05,35.502946126673336,6,-18,6.04700412951231
5.797817000000123,541.23,35.192392136450664,8,-20,6.776467390056872
5.997817000000055,541.43,34.84202687466235,8,-22,7.538161930668959
6.187817000000109,541.62,34.28152876237748,8,-23,8.307372420389177
6.387817000000155,541.82,34.03577986802256,7,-25,9.062226078428536
6.62781700000005,542.06,33.307042140100776,7,-27,9.683218426705322
6.777817000000141,542.21,32.89739382395151,6,-27,10.108022012605346
6.987817000000064,542.42,32.243147112437484,6,-27,10.280465209283873
7.187817000000109,542.62,31.65704293434462,6,-27,10.191578286765411
7.37781700000005,542.81,31.142928817086585,4,-27,9.938361828575086
7.617817000000059,543.05,30.17408039279773,4,-26,9.584436776203319
7.787817000000132,543.22,29.894585203507944,3,-25,9.178591474002603
7.987817000000064,543.42,29.50322102788792,2,-24,8.773914606664764
8.177817000000118,543.61,29.459415181858972,1,-23,8.383723346605475
